"unit","qudtUri","TotalUses","pseudounit","qudtUnit"
"total count",NA,1,"totalcount","totalcount"
"total amount of energy per square meter of surface during the observation period",NA,1,"totalamountofenergypersquaremeterofsurfaceduringtheobservationperiod","totalamountofenergy-PER-M2-ofsurfaceduringtheobservation-iod"
"tora2",NA,1,"tora2","tora2"
"top",NA,1,"top","top"
"tonsperday","http://qudt.org/vocab/unit/TON_US-PER-DAY",1,"tonperday","TON_US-PER-DAY"
"tonsperacrefeet",NA,1,"tonperacrefoot","TON_US-PER-AC-FT"
"tons/acre",NA,1,"tonperacre","TON_US-PER-AC"
"tonoloway limestone",NA,1,"tonolowaylimestone","TON_US-olowaylimes-TON_US-e"
"tonnesperacre",NA,1,"tonneperacre","TONNE-PER-AC"
"tonalite",NA,1,"tonalite","TON_US-alite"
"toksook bay, y-k delta",NA,1,"toksookbay,y-kdelta","toksookbay,y-kdelta"
"tog",NA,1,"tog","tog"
"todo weight of fish",NA,1,"todoweightoffish","todoweightoffish"
"tmi",NA,1,"tmi","tmi"
"tm_ppm_ms_st_ree",NA,1,"tmpartpermillionmsstree","tm-PPM-msstree"
"tm_ppm_ms_st",NA,1,"tmpartpermillionmsst","tm-PPM-msst"
"tlr-04",NA,1,"tlr-04","tlr-04"
"tl_ppm_ms_st",NA,1,"tlpartpermillionmsst","tl-PPM-msst"
"tl",NA,1,"tl","tl"
"tissue",NA,1,"tissue","tissue"
"tipulidae",NA,1,"tipulidae","tipulidae"
"tio2_pct_wdx_fuse",NA,1,"tio2pctwdxfuse","tio2pctwdxfuse"
"tio2",NA,1,"tio2","tio2"
"time, in hhmmss",NA,1,"time,inhhmmss","time,inhhmmss"
"time since event in months",NA,1,"timesinceeventinmonths","timesinceeventin-MO"
"time in utc (hour:minute:second)",NA,1,"timeinutc(hour:minute:second)","timeinutc"
"time (hhmm)",NA,1,"time(hhmm)","time"
"time",NA,1,"time","time"
"tilloid",NA,1,"tilloid","tilloid"
"tillamook",NA,1,"tillamook","tillamook"
"tidal delta",NA,1,"tidaldelta","tidaldelta"
"ti_pct_wdx_fuse",NA,1,"tipctwdxfuse","tipctwdxfuse"
"ti_pct_es_sq",NA,1,"tipctessq","tipctessq"
"ti_pct_aes_st",NA,1,"tipctaesst","tipctaesst"
"ti",NA,1,"ti","ti"
"thysanoessa spinifera",NA,1,"thysanoessaspinifera","thysanoessaspinifera"
"thysanoessa sp.",NA,1,"thysanoessasp.","thysanoessasp"
"thysanoessa raschii",NA,1,"thysanoessaraschii","thysanoessaraschii"
"thysanoessa  inermis",NA,1,"thysanoessainermis","thysanoessainermis"
"thunder",NA,1,"thunder","thunder"
"thousands of us dollars (1987 value)",NA,1,"thousandsofusdollars(1987value)","thousandsof-USDollar"
"thousandboardfootperacre",NA,1,"thousandboardfootperacre","thousandboard-FT-PER-AC"
"thousandboardfootperacre",NA,1,"thousandboardfootperacre","thousandboard-FT-PER-AC"
"this value is after the data is corrected using calibration data",NA,1,"thisvalueisafterthedataiscorrectedusingcalibrationdata","thisvalueisafterthedataiscorrectedusingcalibrationdata"
"this measurement has no units",NA,1,"thismeasurementhasnounits","thismeasurementhas-UNITLESS"
"thin sed",NA,1,"thinsed","thinsed"
"thieler",NA,1,"thieler","thieler"
"thick sed",NA,1,"thicksed","thicksed"
"thermalsensitivity",NA,1,"thermalsensitivity","thermalsensitivity"
"thermalsensitivity",NA,1,"thermalsensitivity","thermalsensitivity"
"thermal unit of energy given off of fish",NA,1,"thermalunitofenergygivenoffoffish","thermalunitofenergygivenoffoffish"
"thermal unit",NA,1,"thermalunit","thermalunit"
"themisto libellula",NA,1,"themistolibellula","themistolibellula"
"the year and season of sample collection: 1 = winter, 2 = spring, 3 = summer, 4 = fall",NA,1,"theyearandseasonofsamplecollection:1=winter,2=spring,3=summer,4=fall","the-YR-andseasonofsamplecollection:1=winter,2=spring,3=summer,4=fall"
"the week of year that sampling occurred. 1 - 52",NA,1,"theweekofyearthatsamplingoccurred.1-52","theweekof-YR-thatsamplingoccurred-NA-1-52"
"the uv absorbance at 254 nanometers measured in inverse meters divided by the doc concentration measured in milligrams per liter",NA,1,"theuvabsorbanceat254nanometermeasuredininversemeterdividedbythedocconcentrationmeasuredinmilligramperliter","theuvabsorbanceat254-NanoM-measuredin-PER-M-dividedbythedocconcentrationmeasuredin-MilliGM-L"
"the units of turbidity from a calibrated nephelometer are called nephelometric turbidity units",NA,1,"theunitsofturbidityfromacalibratednephelometerarecallednephelometricturbidityunits","theunitsofturbidityfromacalibratednephelo-M-arecalled-NTU"
"the unit used to measure the turbidity of a fluid or the presence of suspended particles in water",NA,1,"theunitusedtomeasuretheturbidityofafluidorthepresenceofsuspendedparticlesinwater","theunitusedtomeasuretheturbidityofafluidorthepresenceofsuspendedparticlesinwater"
"the start number of the flowmeter rotor",NA,1,"thestartnumberoftheflowmeterrotor","thestart-NUM-oftheflow-M-rotor"
"the species richness of the sector, calculated by counting the total number


            of species",NA,1,"thespeciesrichnessofthesector,calculatedbycountingthetotalnumber


ofspecies","the-NUM-richnessofthesector,calculatedbycountingthetotal-NUM-


of-NUM"
"the numerical value of how many salamanders found under a coverboard",NA,1,"thenumericalvalueofhowmanysalamandersfoundunderacoverboard","thenumericalvalueofhowmanysalamandersfoundunderacoverboard"
"the number of whole worker bees in the sample",NA,1,"thenumberofwholeworkerbeesinthesample","the-NUM-ofwholeworkerbeesinthesample"
"the number of replicate samples of the constituent evaluated for the initial sampling period.",NA,1,"thenumberofreplicatesamplesoftheconstituentevaluatedfortheinitialsamplingperiod.","the-NUM-ofreplicatesamplesoftheconstituentevaluatedfortheinitialsampling-PER-iod"
"the number of replicate samples evaluated for the trend sampling period for which the constituent was detected in both the primary groundwater sample and its duplicate.",NA,1,"thenumberofreplicatesamplesevaluatedforthetrendsamplingperiodforwhichtheconstituentwasdetectedinboththeprimarygroundwatersampleanditsduplicate.","the-NUM-ofreplicatesamplesevaluatedforthetrendsampling-PER-iodforwhichtheconstituentwasdetectedinboththeprimarygroundwatersampleanditsduplicate"
"the number of replicate samples evaluated for the initial sampling period for which the constituent was detected in both the primary groundwater sample and its duplicate.",NA,1,"thenumberofreplicatesamplesevaluatedfortheinitialsamplingperiodforwhichtheconstituentwasdetectedinboththeprimarygroundwatersampleanditsduplicate.","the-NUM-ofreplicatesamplesevaluatedfortheinitialsampling-PER-iodforwhichtheconstituentwasdetectedinboththeprimarygroundwatersampleanditsduplicate"
"the number of laboratory-matrix spike samples of the constituent evaluated for the trend sampling period.",NA,1,"thenumberoflaboratory-matrixspikesamplesoftheconstituentevaluatedforthetrendsamplingperiod.","the-NUM-oflaboratory-matrixspikesamplesoftheconstituentevaluatedforthetrendsampling-PER-iod"
"the number of laboratory-matrix spike samples of the constituent evaluated for the initial sampling period.",NA,1,"thenumberoflaboratory-matrixspikesamplesoftheconstituentevaluatedfortheinitialsamplingperiod.","the-NUM-oflaboratory-matrixspikesamplesoftheconstituentevaluatedfortheinitialsampling-PER-iod"
"the number of intact snails divided by the area of the sampler used.",NA,1,"thenumberofintactsnailsdividedbytheareaofthesamplerused.","the-NUM-ofintactsnailsdividedbytheareaofthesamplerused"
"the number of field blank samples collected and analyzed for the constituent during the initial sampling period.",NA,1,"thenumberoffieldblanksamplescollectedandanalyzedfortheconstituentduringtheinitialsamplingperiod.","the-NUM-offieldblanksamplescollectedandanalyzedfortheconstituentduringtheinitialsampling-PER-iod"
"the number of field blank samples collected and analyzed for the constituent around the trend sampling period.",NA,1,"thenumberoffieldblanksamplescollectedandanalyzedfortheconstituentaroundthetrendsamplingperiod.","the-NUM-offieldblanksamplescollectedandanalyzedfortheconstituentaroundthetrendsampling-PER-iod"
"the number of detections of the constituent in field blank samples evaluated for the trend sampling period.",NA,1,"thenumberofdetectionsoftheconstituentinfieldblanksamplesevaluatedforthetrendsamplingperiod.","the-NUM-ofdetectionsoftheconstituentinfieldblanksamplesevaluatedforthetrendsampling-PER-iod"
"the number of detections of the constituent in field blank samples evaluated for the initial sampling period.",NA,1,"thenumberofdetectionsoftheconstituentinfieldblanksamplesevaluatedfortheinitialsamplingperiod.","the-NUM-ofdetectionsoftheconstituentinfieldblanksamplesevaluatedfortheinitialsampling-PER-iod"
"the number of days since hurricane irma.",NA,1,"thenumberofdaysincehurricaneirma.","the-NUM-of-DAY-sincehurricaneirma"
"the normalized difference vegetation index",NA,1,"thenormalizeddifferencevegetationindex","thenormalizeddifferencevegetationindex"
"the negative log 10 of percent transmission as measured at 440nm in


                        a spectrophotometer, model 20.",NA,1,"thenegativelog10ofpercenttransmissionasmeasuredat440nmin


aspectrophotometer,model20.","thenegativelog10of-PERCENT-transmissionasmeasuredat440nmin


aspectrophoto-M-,model20"
"the nature conservancy",NA,1,"thenatureconservancy","thenatureconservancy"
"the monthly de martonne aridity index: the ratio of precipitation and temperatures in an monthly period.",NA,1,"themonthlydemartonnearidityindex:theratioofprecipitationandtemperaturesinanmonthlyperiod.","the-MO-lydemar-TONNE-aridityindex:theratioofprecipitationandtem-PER-aturesinan-MO-ly-iod"
"the log-likelihood function measures the goodness of fit of a statistical model to a sample of data for given values of the unknown parameters.",NA,1,"thelog-likelihoodfunctionmeasuresthegoodnessoffitofastatisticalmodeltoasampleofdataforgivenvaluesoftheunknownparameter.","thelog-likelihoodfunctionmeasuresthegoodnessoffitofastatisticalmodeltoasampleofdataforgivenvaluesoftheunknownpara-M"
"the label for each board. 1 - 40",NA,1,"thelabelforeachboard.1-40","thelabelforeachboard-NA-1-40"
"the intensity of light scattered at 90 degrees incident to a beam of light projected through the sample",NA,1,"theintensityoflightscatteredat90degreeincidenttoabeamoflightprojectedthroughthesample","theintensityoflightscatteredat90-DEG-incidenttoabeamoflightprojectedthroughthesample"
"the end number of the flowmeter rotor",NA,1,"theendnumberoftheflowmeterrotor","theend-NUM-oftheflow-M-rotor"
"the degree in which light is scattered by particulates in a liquid",NA,1,"thedegreeinwhichlightisscatteredbyparticulatesinaliquid","the-DEG-inwhichlightisscatteredbyparticulatesinaliquid"
"the annual de martonne aridity index: the ratio of precipitation and temperatures in an annual period.",NA,1,"theannualdemartonnearidityindex:theratioofprecipitationandtemperaturesinanannualperiod.","theannualdemar-TONNE-aridityindex:theratioofprecipitationandtem-PER-aturesinanannual-iod"
"thaleichthys pacificus",NA,1,"thaleichthyspacificus","thaleichthyspacificus"
"th_ppm_na_sc",NA,1,"thpartpermillionnasc","th-PPM-nasc"
"th_ppm_na_lc",NA,1,"thpartpermillionnalc","th-PPM-nalc"
"th_ppm_ms_st",NA,1,"thpartpermillionmsst","th-PPM-msst"
"th_ppm_es_sq",NA,1,"thpartpermillionessq","th-PPM-essq"
"th_ppm_dn",NA,1,"thpartpermilliondn","th-PPM-dn"
"th",NA,1,"th","th"
"tgp70",NA,1,"tgp70","tgp70"
"tg&b marine moonpool boat",NA,1,"tg&bmarinemoonpoolboat","tg&bmarinemoonpoolboat"
"tfs",NA,1,"tfs","tfs"
"tf",NA,1,"tf","tf"
"text",NA,1,"text","text"
"tessellated darter",NA,1,"tessellateddarter","tessellateddarter"
"tertiary - rocks of the black mingo group",NA,1,"tertiary-rocksoftheblackmingogroup","tertiary-rocksoftheblackmingogroup"
"territory",NA,1,"territory","territory"
"terrestrial",NA,1,"terrestrial","terrestrial"
"terrestrial",NA,1,"terrestrial","terrestrial"
"temporarily flooded shrubs",NA,1,"temporarilyfloodedshrubs","temporarilyfloodedshrubs"
"temporarily flooded",NA,1,"temporarilyflooded","temporarilyflooded"
"temple basin",NA,1,"templebasin","templebasin"
"temperature in celsius",NA,1,"temperatureincelsius","tem-PER-aturein-DEG_C"
"temp",NA,1,"temp","temp"
"teledyne rdi waves software package",NA,1,"teledynerdiwavessoftwarepackage","teledynerdiwavessoftwarepackage"
"te_ppm_ms_st",NA,1,"tepartpermillionmsst","te-PPM-msst"
"te_ppm_aa_gf_hbr",NA,1,"tepartpermillionaagfhbr","te-PPM-aagfhbr"
"te",NA,1,"te","te"
"tdn (mg n / g soil) = tdn (mg n/l) * vol extractant (l) / mass soil (g)",NA,1,"tdn(mgnpergramsoil)=tdn(mgnperl)*volextractant(l)permasssoil(g)","tdn"
"tc_jrm",NA,1,"tcjrm","tcjrm"
"tc",NA,1,"tc","tc"
"tbu",NA,1,"tbu","tbu"
"tb_ppm_na_sc",NA,1,"tbpartpermillionnasc","tb-PPM-nasc"
"tb_ppm_na_lc",NA,1,"tbpartpermillionnalc","tb-PPM-nalc"
"tb_ppm_ms_st_ree",NA,1,"tbpartpermillionmsstree","tb-PPM-msstree"
"tb_ppm_ms_st",NA,1,"tbpartpermillionmsst","tb-PPM-msst"
"tb_ar",NA,1,"tbar","t-BAR"
"tb",NA,1,"tb","tb"
"taxon length",NA,1,"taxonlength","taxonlength"
"taxa identification number",NA,1,"taxaidentificationnumber","taxaidentification-NUM"
"tanana river",NA,1,"tananariver","tananariver"
"tan",NA,1,"tan","tan"
"talon",NA,1,"talon","talon"
"tailings - undifferentiated",NA,1,"tailings-undifferentiated","tailings-undifferentiated"
"tailings - pond",NA,1,"tailings-pond","tailings-pond"
"tailings - placer",NA,1,"tailings-placer","tailings-placer"
"tailings - mill",NA,1,"tailings-mill","tailings-mill"
"tailings - dredge",NA,1,"tailings-dredge","tailings-dredge"
"tahuya",NA,1,"tahuya","tahuya"
"tag number used to identify the single litterbag with coarse mesh, and fine mesh bag inside of it.",NA,1,"tagnumberusedtoidentifythesinglelitterbagwithcoarsemesh,andfinemeshbaginsideofit.","tag-NUM-usedtoidentifythesinglelitterbagwithcoarsemesh,andfinemeshbaginsideofit"
"tag number",NA,1,"tagnumber","tag-NUM"
"tabular",NA,1,"tabular","tabular"
"table 5, kellogg, r.l., d.c. moffitt, and n. gollehon. 2014. estimates of recoverable and non-recoverable manure nutrients based on the census of agriculture.",NA,1,"table5,kellogg,r.l.,d.c.moffitt,andn.gollehon.2014.estimatesofrecoverableandnon-recoverablemanurenutrientsbasedonthecensusofagriculture.","table5,kellogg,r-NA-l-NA-,d-NA-c-NA-moffitt,andn-NA-gollehon-NA2014-NA-estimatesofrecoverableandnon-recoverablemanurenutrientsbasedonthecensusofagriculture"
"ta_ppm_na_sc",NA,1,"tapartpermillionnasc","ta-PPM-nasc"
"ta_ppm_na_lc",NA,1,"tapartpermillionnalc","ta-PPM-nalc"
"ta_ppm_ms_st",NA,1,"tapartpermillionmsst","ta-PPM-msst"
"ta",NA,1,"ta","ta"
"t.u.",NA,1,"t.u.","t-NA-u"
"t- 7",NA,1,"t-7","t-7"
"t- 5",NA,1,"t-5","t-5"
"system number for this county",NA,1,"systemnumberforthiscounty","system-NUM-forthiscounty"
"system id for this state",NA,1,"systemidforthisstate","systemidforthisstate"
"system id for this country",NA,1,"systemidforthiscountry","systemidforthiscountry"
"syrphidae",NA,1,"syrphidae","syrphidae"
"syringe sample from box core",NA,1,"syringesamplefromboxcore","syringesamplefromboxcore"
"symbolized as <ftr_type>, but labeled <ftr_type>.",NA,1,"symbolizedas<ftrtype>,butlabeled<ftrtype>.","symbolizedas<ftrtype>,butlabeled<ftrtype>"
"syenitic mylonite",NA,1,"syeniticmylonite","syeniticmylonite"
"sycamore",NA,1,"sycamore","sycamore"
"sy",NA,1,"sy","sy"
"swimming",NA,1,"swimming","swimming"
"sweetgum",NA,1,"sweetgum","sweetgum"
"swamp tupelo",NA,1,"swamptupelo","swamptupelo"
"swamp dogwood",NA,1,"swampdogwood","swampdogwood"
"swamp bay",NA,1,"swampbay","swampbay"
"swale",NA,1,"swale","swale"
"sv",NA,1,"sv","sv"
"suva254 (l/mg-m) = uv absorbance @ 254nm (1/m) / npoc (mg c / l)",NA,1,"suva254(lpermg-m)=uvabsorbance@254nm(1perm)pernpoc(mgcperl)","suva254"
"suva[254nm] l/mg*m",NA,1,"suva[254nm]literpermg*m","suva[254nm]-L-PER-mg*m"
"susquehanna river (pa)",NA,1,"susquehannariver(pa)","susquehannariver"
"suspended sediment concentration, 80154",NA,1,"suspendedsedimentconcentration,80154","suspendedsedimentconcentration,80154"
"suspended",NA,1,"suspended","suspended"
"susc",NA,1,"susc","susc"
"survey h12324",NA,1,"surveyh12324","surveyh12324"
"survey h12298",NA,1,"surveyh12298","surveyh12298"
"survey h12023 in northern block island sound",NA,1,"surveyh12023innorthernblockislandsound","surveyh12023innorthernblockislandsound"
"survey h12013 in long island sound",NA,1,"surveyh12013inlongislandsound","surveyh12013inlongislandsound"
"survey h12012 in long island sound",NA,1,"surveyh12012inlongislandsound","surveyh12012inlongislandsound"
"survey h12007 in nantucket sound",NA,1,"surveyh12007innantucketsound","surveyh12007innantucketsound"
"survey h11999",NA,1,"surveyh11999","surveyh11999"
"survey h11996 in rhode island sound",NA,1,"surveyh11996inrhodeislandsound","surveyh11996inrhodeislandsound"
"survey h11995 in rhode island sound",NA,1,"surveyh11995inrhodeislandsound","surveyh11995inrhodeislandsound"
"survey h11922 in rhode island sound",NA,1,"surveyh11922inrhodeislandsound","surveyh11922inrhodeislandsound"
"surface grab",NA,1,"surfacegrab","surfacegrab"
"sunny/clear",NA,1,"sunnyperclear","sunny-PER-clear"
"sunbury shale",NA,1,"sunburyshale","sunburyshale"
"summit meadow",NA,1,"summitmeadow","summitmeadow"
"summit gabbro",NA,1,"summitgabbro","summitgabbro"
"summary of inundation duration",NA,1,"summaryofinundationduration","summaryofinundationduration"
"suliformes",NA,1,"suliformes","suliformes"
"suisun",NA,1,"suisun","suisun"
"sudley springs",NA,1,"sudleysprings","sudleysprings"
"subsequent sampling interval after first confirmation of wns",NA,1,"subsequentsamplingintervalafterfirstconfirmationofwns","subsequentsamplingintervalafterfirstconfirmationofwns"
"subsample number",NA,1,"subsamplenumber","subsample-NUM"
"submergent macrophytes",NA,1,"submergentmacrophytes","submergentmacrophytes"
"submergent and emergent macrophytes",NA,1,"submergentandemergentmacrophytes","submergentandemergentmacrophytes"
"subjective rank score of zooplankton density",NA,1,"subjectiverankscoreofzooplanktondensity","subjectiverankscoreofzooplank-TON_US-density"
"suberites sp.",NA,1,"suberitessp.","suberitessp"
"subadult (adolescent)",NA,1,"subadult(adolescent)","subadult"
"subadult",NA,1,"subadult","subadult"
"stsnf",NA,1,"stsnf","stsnf"
"sts",NA,1,"sts","sts"
"striped bass",NA,1,"stripedbass","stripedbass"
"strip mine",NA,1,"stripmine","stripmine"
"stream",NA,1,"stream","stream"
"stratigraphic test",NA,1,"stratigraphictest","stratigraphictest"
"storm-induced scour",NA,1,"storm-inducedscour","storm-inducedscour"
"storage",NA,1,"storage","storage"
"stonehenge limestone",NA,1,"stonehengelimestone","s-TON_US-ehengelimes-TON_US-e"
"stone bridge",NA,1,"stonebridge","s-TON_US-ebridge"
"stoats per trap per date",NA,1,"stoatspertrapperdate","stoats-PER-trap-date"
"stoat per trap",NA,1,"stoatpertrap","stoat-PER-trap"
"stillaguamish",NA,1,"stillaguamish","stillaguamish"
"stickley run member",NA,1,"stickleyrunmember","stickleyrunmember"
"sticking head out of water",NA,1,"stickingheadoutofwater","stickingheadoutofwater"
"sticking head into water",NA,1,"stickingheadintowater","stickingheadintowater"
"stetson1938",NA,1,"stetson1938","stetson1938"
"stetson1936",NA,1,"stetson1936","stetson1936"
"stems per 0.1 ha",NA,1,"stemsper0.1hectare","NUM-PER-0-NA-1-HA"
"steelhead trout",NA,1,"steelheadtrout","steelheadtrout"
"std err mean",NA,1,"stderrmean","stderrmean"
"std dev",NA,1,"stddev","stddev"
"station number",NA,1,"stationnumber","station-NUM"
"standing up",NA,1,"standingup","standingup"
"standing",NA,1,"standing","standing"
"standardized unit for the standardised precipitation-evapotranspiration index (spei)",NA,1,"standardizedunitforthestandardisedprecipitation-evapotranspirationindex(spei)","standardizedunitforthestandardisedprecipitation-evapotranspirationindex"
"standardized fluorescence units",NA,1,"standardizedfluorescenceunits","standardizedfluorescenceunits"
"standardcubicfoot",NA,1,"standardcubicfoot","standardcubic-FT"
"standardcubicfoot",NA,1,"standardcubicfoot","standardcubic-FT"
"standard us (short) ton = 2000 lbs",NA,1,"standardus(short)ton=2000lbs","standardus-TON_US-=2000lbs"
"standard units for the erodibility coefficient",NA,1,"standardunitsfortheerodibilitycoefficient","standardunitsfortheerodibilitycoefficient"
"standard units (su)",NA,1,"standardunits(su)","standardunits"
"standard deviation",NA,1,"standarddeviation","standarddeviation"
"standard cubic foot, or the amount of gas contained in a cube whose edges are one foot long at a base temperature of 60 Ã¢Â°f (288.706 k) and base pressure of 14.73 pounds per square inch [psi] (101.560 kpa)",NA,1,"standardcubicfoot,ortheamountofgascontainedinacubewhoseedgesareonefootlongatabasetemperatureof60Ã¢Â°f(288.706k)andbasepressureof14.73poundspersquareinch[psi](101.560kpa)","standardcubic-FT-,ortheamountofgascontainedinacubewhoseedgesareone-FT-longatabasetem-PER-atureof60Ã¢Â°f"
"standard cubic foot per hour",NA,1,"standardcubicfootperhour","standardcubic-FT-PER-HR"
"ssv-qpc-09",NA,1,"ssv-qpc-09","ssv-qpc-09"
"ss",NA,1,"ss","ss"
"srwmd_may2010_data",NA,1,"srwmdmay2010data","srwmdmay2010data"
