"unit","ediScopeUses","ediPackageUses","ediTotalUses","neonScopeUses","neonPackageUses","neonTotalUses","dataoneTotalUses","orgList","numOrgs","totalScopes","totalPackages","TotalUses"
"meq/100 g",1,1,1,0,0,0,0,"EDI",1,1,1,1
"metercubedperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"metercubedpermeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"metercubedpermole",1,1,1,0,0,0,0,"EDI",1,1,1,1
"metercubedwaterpermetercubedsoil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"meterperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"meterscubedpersecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"metersquare",1,1,1,0,0,0,0,"EDI",1,1,1,1
"metersquaredperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"metersquaredpermetercubed",1,1,1,0,0,0,0,"EDI",1,1,1,1
"metricton",1,1,1,0,0,0,0,"EDI",1,1,1,1
"metrictonperhectare",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg active c / cm^2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg active c / g dry soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg active n / cm^2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg active n / kg dry soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg c / cm^2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg c / g soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg c per mg sample",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg cl / l",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg fine particles / cm^2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg mineral n / cm^2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg mineral n / kg dry soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg n / cm^2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg n / g soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg n per mg sample",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg n/g soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg no3-n / g soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg non-mobile c / cm^2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg non-mobile c / g dry soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg non-mobile n / cm^2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg non-mobile n / kg dry soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg opo4-p / l",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg org c / cm^2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg org c / g dry soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg org n / cm^2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg org n / kg dry soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg organic matter / cm^2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg p / l",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg s/l",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg so4 / l",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg wsoc / g soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg/gdw",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg/l/g/hr",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg/lofnh4+/gofrootbiomass",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mg/shoot",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mgn/gdrysoil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mgn/gsoiln",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micro-atmosphere ",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microeinsteinpermetersquared",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgramc-co2pergramdrysoilperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgramnpergramdrysoil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgramp/gsoil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgrampercountperminute",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgrampergram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgrampergrampercountperminute",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micrograms per squared centimeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgramsammoniumpertencentimetersquareexchangeresinpertenweeks",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgramsnitratepertencentimetersquareexchangeresinpertenweeks",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgramsnitrogenpertencentimetersquareexchangeresinpertenweeks",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgramsperbag",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgramspergram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgramsperliterperminute",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgramspermetercubed",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgramspersquaremeterperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgramsphosphoruspertencentimetersquareexchangeresinpertenweeks",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microliterperliter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micrometercubedpermillimetersquared",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromohspercentimeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromol co2 per mol water (umol/mol)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromole",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolepercentimetersquaredperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolepercentimetersquaredperhourperphotonflux",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolepergramperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolepermetercubed",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolepermetersqauredpersecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolepermilligramperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolepersecondpersquaremeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolepersquarecentimeterperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolepersquaremeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromoles",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromoles",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolesm-2s-1",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolesnassimilated/gnodule(dwt)/hr",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolespermetersquaredpersec",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolespermetersquarepersecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolespermol",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolespermolesquaredpersecond ",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolespersecondpermetersquared",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolespersecondpersquaremeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolperliterperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolpermetersquaredpersecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolphotonspermetersquaredpersecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolphotonspersquaremeterpersecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromols per meter square per second",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolsperliter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolspermetersquaredpersecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microohm",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micros/cm",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microseimenspersquarecentimeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microsiemenpercentimeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microsiemens per centimeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microsiemens per centimeter; μs/cm",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milesperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mili bar",1,1,1,0,0,0,0,"EDI",1,1,1,1
"miligram-carbon per square meter per day",1,1,1,0,0,0,0,"EDI",1,1,1,1
"miligramsperliterperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milimeterperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milimeterperyear",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millgramspergram	",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milliequiv/l",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milliequivalent",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milliequivalentsofchargeper100gram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milliequivalentsper100grams",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milliequivalentsperliter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligramcarbonpergenecopyperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligramcarbonpergramdrysoilperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligramnitrogenperkilogramdrysoilperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligrampergramdryweight",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligramperkilogramperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligramperliterascalciumcarbonate",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligrampermilligram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligrams of nitrate per kilogram dry soil per day",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligrams of nitrogen (ammonium & nitrate) per kilogram dry soil per day",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligrams oxygen per gram dry mass of litter per hour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligrams per day",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligrams per square meter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligramsdonpermeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligramsdonpermilligramsdoc",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligramsperliter (mg/l)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligramsperliter (mg/l)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligramspersquaremeterperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligranpermetersquaredpersecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milliliterperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milliliterperliter_keep",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milliliterperminute",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millilitersperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milliliterspermilliliter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimetecubedrperliter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimetersmercury",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimetersper year",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimeterspergram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimetersperleafperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimeterspersecondperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimhopercentimeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimolar",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimolepermetercubedperminute",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimolepermeterperminute",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimolepermetersquared",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimolepermetersquaredperminute",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimolepermetersquaredpersecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimolesperkilogram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimolespersecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milliseimenpercentimeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millisiemen",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millisiemen",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millisiemens",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millisiemens per centimeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millisiemenspercentimeter (ms/cm)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millisiemenspermeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millivots",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ml02/hr",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mlo2hr",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mm/dd/yyhh:mm",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mmol co2/m2/s",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mmol h2o/m2/s",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mmolm-2s-1",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mol co2 m-2 s-1",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mol h20/m2sec",1,1,1,0,0,0,0,"EDI",1,1,1,1
"molesperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"molm-2s-1",1,1,1,0,0,0,0,"EDI",1,1,1,1
"molperatmosphere",1,1,1,0,0,0,0,"EDI",1,1,1,1
"monthlydmaridityindex",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nanamolepergramperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nanogramspersquarecentimeterperminute",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nanomolepermetersquaredperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nanomolepermilligramperhour ",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nanomoleperminute",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nanomolespercentimetersquaredperminute",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nanomolesperliterperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nanomolespermetersquaredpersecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nanomolperliterperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"natural units per milliliter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"negative log h+",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nephelometric turbidity unit",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nephelometricturbidityunits",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nephelometricturbidityunits ",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nephlometricturbidityunits",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nesslerturbidityunit",1,1,1,0,0,0,0,"EDI",1,1,1,1
"net night or hr",1,1,1,0,0,0,0,"EDI",1,1,1,1
"newtons/dy",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ng/m^2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ng/m^3",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ng/m^4",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ngn20gsoil-1h-1",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ngn20m-2h-1",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nm d-1",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nm d-1 x 10-3",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nmolperhourpergram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"no unit",1,1,1,0,0,0,0,"EDI",1,1,1,1
"no units",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nominal month",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nominalmonthsperyear",1,1,1,0,0,0,0,"EDI",1,1,1,1
"number of households",1,1,1,0,0,0,0,"EDI",1,1,1,1
"number of seconds of time",1,1,1,0,0,0,0,"EDI",1,1,1,1
"number of taxon",1,1,1,0,0,0,0,"EDI",1,1,1,1
"number per m2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"number per m2 per day",1,1,1,0,0,0,0,"EDI",1,1,1,1
"number per unit effort",1,1,1,0,0,0,0,"EDI",1,1,1,1
"numbercells/milliliter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"numberper100centimetersquare",1,1,1,0,0,0,0,"EDI",1,1,1,1
"numberpergramperminute",1,1,1,0,0,0,0,"EDI",1,1,1,1
"numberperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"numberperkilometershoreline",1,1,1,0,0,0,0,"EDI",1,1,1,1
"numberpermeterquartered",1,1,1,0,0,0,0,"EDI",1,1,1,1
"numberpermetersquare",1,1,1,0,0,0,0,"EDI",1,1,1,1
"numberpermillimetersquared",1,1,1,0,0,0,0,"EDI",1,1,1,1
"numberperplot",1,1,1,0,0,0,0,"EDI",1,1,1,1
"numberpersquaremile",1,1,1,0,0,0,0,"EDI",1,1,1,1
"numberperthreetenthsmetersquared",1,1,1,0,0,0,0,"EDI",1,1,1,1
"numberpertrapperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"numberpertree",1,1,1,0,0,0,0,"EDI",1,1,1,1
"omega",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ounce (oz)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ounces",1,1,1,0,0,0,0,"EDI",1,1,1,1
"panels",1,1,1,0,0,0,0,"EDI",1,1,1,1
"part per trillion",1,1,1,0,0,0,0,"EDI",1,1,1,1
"partpertthousand",1,1,1,0,0,0,0,"EDI",1,1,1,1
"partspermillion",1,1,1,0,0,0,0,"EDI",1,1,1,1
"partspermillionbyvolume",1,1,1,0,0,0,0,"EDI",1,1,1,1
"pascalperhectopascal",1,1,1,0,0,0,0,"EDI",1,1,1,1
"pendent id",1,1,1,0,0,0,0,"EDI",1,1,1,1
"percent nitrogen not measured on this sample, or sample was lost",1,1,1,0,0,0,0,"EDI",1,1,1,1
"percent per thousand",1,1,1,0,0,0,0,"EDI",1,1,1,1
"percentna",1,1,1,0,0,0,0,"EDI",1,1,1,1
"percentofdrymass",1,1,1,0,0,0,0,"EDI",1,1,1,1
"percentofwetweight",1,1,1,0,0,0,0,"EDI",1,1,1,1
"permeg",1,1,1,0,0,0,0,"EDI",1,1,1,1
"permeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"permeterpermilligramsdoc",1,1,1,0,0,0,0,"EDI",1,1,1,1
"permillevsvpdb",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ph ",1,1,1,0,0,0,0,"EDI",1,1,1,1
"photosyntheticphotonfluxdensity",1,1,1,0,0,0,0,"EDI",1,1,1,1
"phunits",1,1,1,0,0,0,0,"EDI",1,1,1,1
"picogramspermilliliter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"picomolesco2persecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"picomoleso2persecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"platinum cobalt units",1,1,1,0,0,0,0,"EDI",1,1,1,1
"plot",1,1,1,0,0,0,0,"EDI",1,1,1,1
"pointpersquaremeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"points",1,1,1,0,0,0,0,"EDI",1,1,1,1
"populationdensitypermilesquared",1,1,1,0,0,0,0,"EDI",1,1,1,1
"poundperpersonperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"poundpersquareinch",1,1,1,0,0,0,0,"EDI",1,1,1,1
"poundspersecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ppmpersecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"practicalsalinityscale",1,1,1,0,0,0,0,"EDI",1,1,1,1
"practicalsalinityunity",1,1,1,0,0,0,0,"EDI",1,1,1,1
"primary key",1,1,1,0,0,0,0,"EDI",1,1,1,1
"proportion ",1,1,1,0,0,0,0,"EDI",1,1,1,1
"proportion of initial dry mass lost per day based on the asymptotic model of decay (howard and howard 1974)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"quininesulfateequivalents",1,1,1,0,0,0,0,"EDI",1,1,1,1
"quininesulfatesunit",1,1,1,0,0,0,0,"EDI",1,1,1,1
"r^2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"rank score",1,1,1,0,0,0,0,"EDI",1,1,1,1
"rat per trap",1,1,1,0,0,0,0,"EDI",1,1,1,1
"rat per trap per date",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ratio",1,1,1,0,0,0,0,"EDI",1,1,1,1
"relation",1,1,1,0,0,0,0,"EDI",1,1,1,1
"relative difference in number of species bewteen copmared control plots",1,1,1,0,0,0,0,"EDI",1,1,1,1
"relative difference in number of species bewteen copmared plots",1,1,1,0,0,0,0,"EDI",1,1,1,1
"relativeflorescenceunits",1,1,1,0,0,0,0,"EDI",1,1,1,1
"relativeflourescenceunits",1,1,1,0,0,0,0,"EDI",1,1,1,1
"relativeflourescentunit",1,1,1,0,0,0,0,"EDI",1,1,1,1
"rep",1,1,1,0,0,0,0,"EDI",1,1,1,1
"revolutionperminute",1,1,1,0,0,0,0,"EDI",1,1,1,1
"rotation end",1,1,1,0,0,0,0,"EDI",1,1,1,1
"rotation start",1,1,1,0,0,0,0,"EDI",1,1,1,1
"saffir-simpson category",1,1,1,0,0,0,0,"EDI",1,1,1,1
"seawater clarity",1,1,1,0,0,0,0,"EDI",1,1,1,1
"secondspercentimeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"see unit_name column",1,1,1,0,0,0,0,"EDI",1,1,1,1
"seed per a",1,1,1,0,0,0,0,"EDI",1,1,1,1
"serialdatenumberyear0000",1,1,1,0,0,0,0,"EDI",1,1,1,1
"shoots per",1,1,1,0,0,0,0,"EDI",1,1,1,1
"short-shootpermetersquared",1,1,1,0,0,0,0,"EDI",1,1,1,1
"sign of % proportional change 1 if positive, -1 if negative",1,1,1,0,0,0,0,"EDI",1,1,1,1
"simulation",1,1,1,0,0,0,0,"EDI",1,1,1,1
"spectral index (band ratio)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"square millimeters",1,1,1,0,0,0,0,"EDI",1,1,1,1
"squarecentimeterspersecondperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"squaredcentimetersperleafperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"squaremeterpergram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"squaremeters",1,1,1,0,0,0,0,"EDI",1,1,1,1
"squaremicrometer",1,1,1,0,0,0,0,"EDI",1,1,1,1
"squaremicrometers",1,1,1,0,0,0,0,"EDI",1,1,1,1
"squaremillimeter",0,0,0,1,1,1,0,"NEON",1,1,1,1
"stems per 0.1 ha",1,1,1,0,0,0,0,"EDI",1,1,1,1
"stoat per trap",1,1,1,0,0,0,0,"EDI",1,1,1,1
"stoats per trap per date",1,1,1,0,0,0,0,"EDI",1,1,1,1
"subsample number",1,1,1,0,0,0,0,"EDI",1,1,1,1
"suva[254nm] l/mg*m",1,1,1,0,0,0,0,"EDI",1,1,1,1
"t.u.",1,1,1,0,0,0,0,"EDI",1,1,1,1
"tag number",1,1,1,0,0,0,0,"EDI",1,1,1,1
"taxa identification number",1,1,1,0,0,0,0,"EDI",1,1,1,1
"taxon length",1,1,1,0,0,0,0,"EDI",1,1,1,1
"thermal unit",1,1,1,0,0,0,0,"EDI",1,1,1,1
"thousands of us dollars (1987 value)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"tmi",1,1,1,0,0,0,0,"EDI",1,1,1,1
"total count",1,1,1,0,0,0,0,"EDI",1,1,1,1
"trees/ha",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ug-n/g dry soil/hour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ug/gdw",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ugc/g soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ugc/g soil/day",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ugc/gc/hr",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ugc/gdw/hr",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ugcarbon/liter*day",1,1,1,0,0,0,0,"EDI",1,1,1,1
"ugn2o-n/kgdrysoil*h",1,1,1,0,0,0,0,"EDI",1,1,1,1
"um c",1,1,1,0,0,0,0,"EDI",1,1,1,1
"um p",1,1,1,0,0,0,0,"EDI",1,1,1,1
"umhos/cm",1,1,1,0,0,0,0,"EDI",1,1,1,1
"umol co2 m-2 s-1",1,1,1,0,0,0,0,"EDI",1,1,1,1
"umolphotons/m2/day",1,1,1,0,0,0,0,"EDI",1,1,1,1
"undefined",1,1,1,0,0,0,0,"EDI",1,1,1,1
"unique id",1,1,1,0,0,0,0,"EDI",1,1,1,1
"unique identifier",1,1,1,0,0,0,0,"EDI",1,1,1,1
"unitless- ratio",1,1,1,0,0,0,0,"EDI",1,1,1,1
"unitless ",1,1,1,0,0,0,0,"EDI",1,1,1,1
"unitless -ratio",1,1,1,0,0,0,0,"EDI",1,1,1,1
"unitless id",1,1,1,0,0,0,0,"EDI",1,1,1,1
"usiemes/cm",1,1,1,0,0,0,0,"EDI",1,1,1,1
"uv*min",1,1,1,0,0,0,0,"EDI",1,1,1,1
"value",1,1,1,0,0,0,0,"EDI",1,1,1,1
"variance of center of mass",1,1,1,0,0,0,0,"EDI",1,1,1,1
"variance of center of mass",1,1,1,0,0,0,0,"EDI",1,1,1,1
"varroaperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"volumetricsoilmoisture",1,1,1,0,0,0,0,"EDI",1,1,1,1
"week",1,1,1,0,0,0,0,"EDI",1,1,1,1
"whole bees",1,1,1,0,0,0,0,"EDI",1,1,1,1
"wood cords",1,1,1,0,0,0,0,"EDI",1,1,1,1
"yeaer (yyyy)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"year (june-may)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"year (yyyy)oter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"yearad",1,1,1,0,0,0,0,"EDI",1,1,1,1
"yy",1,1,1,0,0,0,0,"EDI",1,1,1,1
"yyyy-mm-ddd",1,1,1,0,0,0,0,"EDI",1,1,1,1
"-2",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"-3",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"-3.358",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"-3.46",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"-60",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"-78",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"-999",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"-9999",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"# observed / (# visits * # points)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"(c) celsius",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"(ma) millions of years ago",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"(mmol/m2/d)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
".01 in/event",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"<< empty cell >>",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"<= 1",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"<175 um",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"<2000 um",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"<500 um",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"<63 um",0,0,0,0,0,0,1,"DataOne",1,0,0,1
